transaction_date,total_transactions,actual_fraud_transactions,predicted_high_risk_transactions,total_transaction_value,actual_fraud_value,potential_exposure,fraud_rate
2025-02-12,274,5,93,23268.58,2779.23,9116.58,1.8248
2025-02-13,274,4,93,28450.39,381.22,9329.63,1.4599
2025-02-14,274,8,90,22459.58,436.43,6953.5,2.9197
2025-02-15,274,10,84,26978.09,496.06,6388.09,3.6496
2025-02-16,274,9,80,24191.74,1478.8899999999999,7936.0599999999995,3.2847
2025-02-17,274,11,74,28182.0,5225.97,10245.4,4.0146
2025-02-18,274,2,70,21792.67,421.4,5417.36,0.7299
2025-02-19,274,2,102,24428.329999999998,69.15,8214.99,0.7299
2025-02-20,274,10,90,27097.87,3877.8999999999996,10915.83,3.6496
2025-02-21,273,10,80,22427.17,1887.0900000000001,5741.18,3.663
2025-02-22,274,6,93,26338.38,3479.63,11522.88,2.1898
2025-02-23,274,5,88,24886.579999999998,1401.78,5434.75,1.8248
2025-02-24,274,7,96,27136.49,2508.4700000000003,10162.61,2.5547
2025-02-25,274,6,88,28962.81,1341.99,9721.460000000001,2.1898
2025-02-26,274,6,102,23140.18,2227.71,9338.53,2.1898
2025-02-27,274,6,83,25605.21,370.79,5619.13,2.1898
2025-02-28,274,5,91,23311.65,1570.0900000000001,8716.93,1.8248
2025-03-01,274,8,88,29176.78,2698.79,12277.81,2.9197
2025-03-02,274,8,85,34107.77,9280.24,15602.6,2.9197
2025-03-03,274,3,100,31240.88,5587.95,13786.34,1.0949
2025-03-04,274,7,95,22328.13,2939.8900000000003,9576.46,2.5547
2025-03-05,274,10,88,25776.09,2195.95,8463.25,3.6496
2025-03-06,274,7,86,23949.99,248.8,6410.76,2.5547
2025-03-07,274,13,92,24657.54,951.3199999999999,7504.24,4.7445
2025-03-08,274,7,94,25463.01,1111.69,9989.15,2.5547
2025-03-09,274,3,78,25829.97,1224.55,6966.48,1.0949
2025-03-10,274,12,86,25446.06,3842.8,9126.05,4.3796
2025-03-11,274,10,78,25778.36,2129.5699999999997,7765.66,3.6496
2025-03-12,274,8,85,26580.24,2939.0600000000004,11539.04,2.9197
2025-03-13,274,9,98,26087.23,3972.39,12308.74,3.2847
2025-03-14,274,5,87,25290.81,2454.7400000000002,9799.3,1.8248
2025-03-15,274,8,91,22680.41,348.98,5602.04,2.9197
2025-03-16,274,9,93,28879.44,3834.6500000000005,11281.21,3.2847
2025-03-17,274,11,96,23710.54,1968.6500000000003,7766.85,4.0146
2025-03-18,274,7,84,24895.37,1742.5800000000002,8875.17,2.5547
2025-03-19,274,13,98,23227.8,2940.92,9288.68,4.7445
2025-03-20,274,10,101,26356.01,1087.76,8277.45,3.6496
2025-03-21,274,8,87,29232.47,405.39,9265.99,2.9197
2025-03-22,274,9,86,25729.99,2036.0500000000002,10924.41,3.2847
2025-03-23,274,13,88,26104.42,3983.64,9753.8,4.7445
2025-03-24,274,7,89,23441.15,3238.0299999999997,8285.449999999999,2.5547
2025-03-25,274,11,103,25777.1,1345.81,9696.8,4.0146
2025-03-26,274,8,79,21067.36,2039.3000000000002,6282.08,2.9197
2025-03-27,273,9,93,25384.33,3470.35,11035.21,3.2967
2025-03-28,274,8,89,25566.09,1303.6599999999999,10170.61,2.9197
2025-03-29,274,8,93,22810.8,1191.68,8217.59,2.9197
2025-03-30,274,3,92,21640.44,853.12,6821.92,1.0949
2025-03-31,274,8,84,26115.12,1852.9900000000002,7221.14,2.9197
2025-04-01,274,7,80,26600.18,3533.9700000000003,8261.28,2.5547
2025-04-02,274,6,81,23915.99,807.88,8002.72,2.1898
2025-04-03,274,9,74,25282.26,2969.4399999999996,7844.95,3.2847
2025-04-04,274,6,94,24923.71,223.17000000000002,8065.2,2.1898
2025-04-05,274,7,98,22360.11,844.27,6507.18,2.5547
2025-04-06,274,6,97,26282.78,2427.27,10558.89,2.1898
2025-04-07,274,6,84,29032.17,420.08000000000004,9119.97,2.1898
2025-04-08,274,5,88,25853.4,2364.17,8246.99,1.8248
2025-04-09,274,9,95,20827.57,878.37,8005.63,3.2847
2025-04-10,274,4,76,23835.72,345.14,8121.3,1.4599
2025-04-11,274,12,80,27831.28,3316.9,8216.12,4.3796
2025-04-12,274,13,97,31455.24,5415.42,15264.57,4.7445
2025-04-13,274,9,86,26094.829999999998,5014.24,9976.24,3.2847
2025-04-14,274,8,90,23731.77,580.37,8064.14,2.9197
2025-04-15,274,11,91,27867.64,3346.43,12286.55,4.0146
2025-04-16,274,7,106,27398.82,2298.34,13200.43,2.5547
2025-04-17,274,6,95,25989.17,1172.82,8585.5,2.1898
2025-04-18,274,6,79,32940.88,5301.84,14891.6,2.1898
2025-04-19,274,11,87,26581.94,1197.99,8379.17,4.0146
2025-04-20,274,7,96,19956.39,362.04,6852.38,2.5547
2025-04-21,274,8,102,26534.98,1789.3400000000001,11167.16,2.9197
2025-04-22,274,8,94,27821.31,1776.23,9447.79,2.9197
2025-04-23,274,10,93,29552.66,5388.46,12724.77,3.6496
2025-04-24,274,11,88,26473.88,2230.71,7914.37,4.0146
2025-04-25,274,5,88,25801.45,1316.0200000000002,8540.36,1.8248
2025-04-26,274,6,69,26470.08,841.2,8385.29,2.1898
2025-04-27,274,10,84,28836.96,4069.12,9901.08,3.6496
2025-04-28,274,10,91,24793.27,1649.2,10045.39,3.6496
2025-04-29,274,16,99,22655.4,1190.4199999999998,6705.88,5.8394
2025-04-30,274,11,86,24700.56,1279.71,8390.73,4.0146
2025-05-01,273,8,76,23655.63,2236.83,6830.39,2.9304
2025-05-02,274,5,94,25573.65,3508.66,10264.44,1.8248
2025-05-03,274,11,86,24357.98,1932.11,8757.35,4.0146
2025-05-04,274,5,74,24540.55,2134.86,6349.13,1.8248
2025-05-05,274,8,96,28881.98,5760.12,12889.59,2.9197
2025-05-06,274,8,83,23431.7,502.91,6820.8099999999995,2.9197
2025-05-07,274,15,104,23514.28,2186.54,9782.449999999999,5.4745
2025-05-08,274,9,86,25776.04,1043.1100000000001,5797.34,3.2847
2025-05-09,274,7,84,23443.91,1677.07,7433.07,2.5547
2025-05-10,274,9,92,25995.47,644.65,7868.81,3.2847
2025-05-11,274,8,94,30313.22,1835.1200000000001,10485.56,2.9197
2025-05-12,274,4,72,23314.91,3141.04,9670.460000000001,1.4599
2025-05-13,274,11,90,23060.41,1346.12,9051.4,4.0146
2025-05-14,274,5,75,26106.42,2986.1899999999996,9246.94,1.8248
2025-05-15,274,8,89,22898.05,1508.3400000000001,7720.49,2.9197
2025-05-16,274,6,88,23875.0,1851.3,9756.75,2.1898
2025-05-17,274,11,107,25826.79,3346.7799999999997,10034.27,4.0146
2025-05-18,274,7,87,28094.07,4201.04,10143.59,2.5547
2025-05-19,274,4,91,24679.03,215.68,9044.35,1.4599
2025-05-20,274,7,88,23961.81,3601.4,8071.37,2.5547
2025-05-21,274,10,88,29867.09,2045.08,10982.08,3.6496
2025-05-22,274,11,81,31363.38,6942.030000000001,12413.55,4.0146
2025-05-23,274,11,82,22688.37,1235.8,7110.59,4.0146
2025-05-24,274,10,101,26684.38,2368.25,11143.93,3.6496
2025-05-25,274,7,95,23767.49,467.96,9389.82,2.5547
2025-05-26,274,10,91,22853.89,1356.47,7321.78,3.6496
2025-05-27,274,7,96,27332.37,2382.51,10460.4,2.5547
2025-05-28,274,8,74,26030.12,1018.3100000000001,6403.79,2.9197
2025-05-29,274,6,88,24014.12,923.23,8187.66,2.1898
2025-05-30,274,8,73,20805.56,589.32,4845.86,2.9197
2025-05-31,274,6,80,21248.2,801.4300000000001,6886.21,2.1898
2025-06-01,274,10,68,29966.73,5502.81,11600.71,3.6496
2025-06-02,274,7,81,21366.54,466.19,5921.33,2.5547
2025-06-03,274,7,96,28311.42,1532.1699999999998,11367.22,2.5547
2025-06-04,274,8,75,29104.66,2090.83,10351.34,2.9197
2025-06-05,273,8,85,26807.93,2638.4900000000002,11892.65,2.9304
2025-06-06,274,13,82,27546.34,5279.09,12706.210000000001,4.7445
2025-06-07,274,4,89,24336.86,407.64,7760.75,1.4599
2025-06-08,274,11,94,20975.31,1179.33,6968.6,4.0146
2025-06-09,274,4,96,26696.51,213.99,8733.67,1.4599
2025-06-10,274,11,93,28335.44,4535.47,13834.08,4.0146
2025-06-11,274,4,64,22807.42,1677.22,7327.88,1.4599
2025-06-12,274,4,85,25625.71,3653.99,10115.08,1.4599
2025-06-13,274,5,93,26128.71,2324.38,11537.31,1.8248
2025-06-14,274,8,101,24126.98,359.65000000000003,8271.54,2.9197
2025-06-15,274,4,78,27790.55,1869.2,9417.08,1.4599
2025-06-16,274,4,81,27580.38,2875.85,7770.49,1.4599
2025-06-17,274,11,82,23849.92,1826.17,8033.78,4.0146
2025-06-18,274,8,81,26092.2,1649.34,6534.83,2.9197
2025-06-19,274,7,89,23302.51,2067.69,8643.01,2.5547
2025-06-20,274,6,106,24640.55,1685.0899999999997,8822.55,2.1898
2025-06-21,274,9,89,28895.65,4666.32,11158.15,3.2847
2025-06-22,274,11,89,31500.89,3491.88,9391.81,4.0146
2025-06-23,274,11,95,21616.670000000002,1268.96,6932.83,4.0146
2025-06-24,274,11,80,25065.91,2949.0399999999995,8242.56,4.0146
2025-06-25,274,6,94,25971.68,3837.72,9973.36,2.1898
2025-06-26,274,2,75,23255.62,36.45,4983.73,0.7299
2025-06-27,274,4,96,25634.88,66.03999999999999,11327.05,1.4599
2025-06-28,274,11,89,26594.56,3202.45,10145.26,4.0146
2025-06-29,274,3,96,26007.24,1106.6,9943.539999999999,1.0949
2025-06-30,274,9,85,25160.02,766.53,7013.54,3.2847
2025-07-01,274,6,84,24225.79,372.63,7750.67,2.1898
2025-07-02,274,20,114,31731.21,7324.01,14790.97,7.2993
2025-07-03,274,4,102,23221.54,475.71,7749.25,1.4599
2025-07-04,274,5,97,26539.05,267.64,8881.81,1.8248
2025-07-05,274,8,84,26546.3,4585.29,9091.21,2.9197
2025-07-06,274,7,93,21520.71,827.87,6487.43,2.5547
2025-07-07,274,9,111,26078.48,3714.8299999999995,12124.19,3.2847
2025-07-08,274,5,78,22769.09,99.42,6353.9,1.8248
2025-07-09,274,8,85,28752.06,770.8699999999999,9536.77,2.9197
2025-07-10,273,9,91,24613.39,1705.7800000000002,7410.57,3.2967
2025-07-11,274,6,88,20616.82,600.1999999999999,7480.43,2.1898
2025-07-12,274,11,100,27156.11,1947.9499999999998,11727.74,4.0146
2025-07-13,274,7,85,24847.87,491.68,7910.91,2.5547
2025-07-14,274,12,96,24565.66,3527.68,11122.29,4.3796
2025-07-15,274,7,100,23646.98,3917.84,9554.92,2.5547
2025-07-16,274,13,96,28795.88,1391.87,9127.89,4.7445
2025-07-17,274,6,93,31940.38,8049.579999999999,15051.99,2.1898
2025-07-18,274,10,90,29178.67,1692.84,10097.44,3.6496
2025-07-19,274,7,79,23864.74,439.28,6389.55,2.5547
2025-07-20,274,9,94,23695.18,544.78,8702.62,3.2847
2025-07-21,274,8,89,26487.52,1247.8600000000001,8541.34,2.9197
2025-07-22,274,2,72,25038.69,478.51,8895.99,0.7299
2025-07-23,274,9,77,24884.86,816.3299999999999,6412.74,3.2847
2025-07-24,274,10,102,25727.19,1327.55,10196.74,3.6496
2025-07-25,274,6,93,26289.07,1753.92,10857.61,2.1898
2025-07-26,274,9,91,24965.8,1785.48,10743.63,3.2847
2025-07-27,274,6,79,31717.27,1811.8799999999999,9403.02,2.1898
2025-07-28,274,10,95,28804.76,4858.56,11645.08,3.6496
2025-07-29,274,9,86,25173.34,1792.54,9237.15,3.2847
2025-07-30,274,3,81,21663.84,499.83,7756.19,1.0949
2025-07-31,274,6,85,29371.97,5620.23,11518.59,2.1898
2025-08-01,274,3,87,26095.36,2996.14,11169.720000000001,1.0949
2025-08-02,274,4,89,24517.2,145.06,7675.3,1.4599
2025-08-03,274,11,79,24662.89,1993.29,7669.93,4.0146
2025-08-04,274,6,84,21565.9,257.96000000000004,6023.66,2.1898
2025-08-05,274,7,79,26256.78,2258.48,8522.9,2.5547
2025-08-06,274,7,93,25324.329999999998,1783.3899999999999,8766.81,2.5547
2025-08-07,274,4,81,27115.42,42.93,8037.11,1.4599
2025-08-08,274,8,89,27700.4,4435.429999999999,12343.12,2.9197
2025-08-09,274,8,96,25670.1,767.6899999999999,10967.76,2.9197
2025-08-10,274,11,101,20579.7,669.06,8188.12,4.0146
2025-08-11,274,16,86,26031.66,3631.0699999999997,10468.199999999999,5.8394
2025-08-12,274,11,87,28799.75,5160.51,12226.45,4.0146
2025-08-13,273,12,91,22146.14,2093.06,8494.68,4.3956
2025-08-14,274,8,91,30347.81,3099.15,10237.21,2.9197
2025-08-15,274,8,91,26429.48,3139.4,11403.23,2.9197
2025-08-16,274,8,86,23846.9,1047.73,6755.32,2.9197
2025-08-17,274,12,91,26618.98,3249.72,8654.67,4.3796
2025-08-18,274,7,97,23016.37,214.63,7073.61,2.5547
2025-08-19,274,9,96,25654.12,2638.95,9722.38,3.2847
2025-08-20,274,5,84,22689.38,315.05,6724.24,1.8248
2025-08-21,274,6,88,25816.87,906.25,9989.93,2.1898
2025-08-22,274,10,92,23567.95,960.04,9925.16,3.6496
2025-08-23,274,8,88,24677.95,498.72,8595.02,2.9197
2025-08-24,274,9,88,25098.78,1924.6499999999999,8535.14,3.2847
2025-08-25,274,5,80,20353.2,236.43,3987.83,1.8248
2025-08-26,274,10,94,29479.22,6849.04,14659.28,3.6496
2025-08-27,274,10,92,28163.75,4348.92,10050.92,3.6496
2025-08-28,274,10,87,29311.13,3243.52,12590.14,3.6496
2025-08-29,274,5,98,23601.45,4042.0,10186.41,1.8248
2025-08-30,274,10,84,24897.45,1164.4099999999999,9174.11,3.6496
2025-08-31,274,9,84,23432.36,2900.79,8253.95,3.2847
2025-09-01,274,12,92,24572.98,1780.31,8775.69,4.3796
2025-09-02,274,12,103,31351.54,8254.52,16328.35,4.3796
2025-09-03,274,6,93,27493.91,2875.8799999999997,10797.880000000001,2.1898
2025-09-04,274,6,82,26769.239999999998,3177.27,8867.77,2.1898
2025-09-05,274,8,76,26338.99,3124.48,10017.05,2.9197
2025-09-06,274,8,100,24731.55,595.26,7662.33,2.9197
2025-09-07,274,7,85,39358.9,13850.04,20512.43,2.5547
2025-09-08,274,12,99,22340.71,1265.04,7948.25,4.3796
2025-09-09,274,4,86,24638.7,120.39999999999999,8121.8099999999995,1.4599
2025-09-10,274,7,83,20568.63,353.89,5708.52,2.5547
2025-09-11,274,11,88,28599.49,2428.27,11295.35,4.0146
2025-09-12,274,7,91,24201.44,392.21999999999997,7187.849999999999,2.5547
2025-09-13,274,6,86,21712.73,1696.43,7662.360000000001,2.1898
2025-09-14,274,3,90,25035.75,279.14,8915.02,1.0949
2025-09-15,274,9,78,26642.02,1552.8,7895.67,3.2847
2025-09-16,274,9,86,27417.96,1870.5800000000002,10013.68,3.2847
2025-09-17,273,3,90,28235.85,1460.25,9842.07,1.0989
2025-09-18,274,5,103,19009.32,203.61,7710.88,1.8248
2025-09-19,274,8,81,24300.25,938.51,6983.04,2.9197
2025-09-20,274,8,96,20182.98,761.93,6542.96,2.9197
2025-09-21,274,8,87,23824.61,2592.52,8821.23,2.9197
2025-09-22,274,8,80,24909.26,1877.41,7978.84,2.9197
2025-09-23,274,12,93,24291.37,3569.69,9150.07,4.3796
2025-09-24,274,10,101,24644.54,470.11,8793.28,3.6496
2025-09-25,274,10,72,28041.27,1862.6,9119.15,3.6496
2025-09-26,274,4,85,29208.45,3968.02,11147.33,1.4599
2025-09-27,274,7,98,26829.13,1519.09,9516.11,2.5547
2025-09-28,274,8,88,24883.54,747.4300000000001,7739.81,2.9197
2025-09-29,274,12,78,23530.99,2071.4300000000003,7121.72,4.3796
2025-09-30,274,6,97,24162.12,249.18,7208.46,2.1898
2025-10-01,274,4,89,23316.18,1155.19,6979.860000000001,1.4599
2025-10-02,274,11,88,25154.36,3592.51,8867.92,4.0146
2025-10-03,274,6,88,22875.38,149.23,7293.26,2.1898
2025-10-04,274,4,89,22873.83,229.23000000000002,7876.02,1.4599
2025-10-05,274,11,92,23852.23,701.73,7321.58,4.0146
2025-10-06,274,7,104,22548.84,1736.44,8231.46,2.5547
2025-10-07,274,7,87,25553.899999999998,2764.0699999999997,8798.88,2.5547
2025-10-08,274,9,99,26486.83,1977.82,9878.17,3.2847
2025-10-09,274,14,110,27163.55,2541.27,13665.970000000001,5.1095
2025-10-10,274,5,84,25596.29,289.71,6186.01,1.8248
2025-10-11,274,13,93,26826.89,5422.62,12692.38,4.7445
2025-10-12,274,5,97,29827.73,4877.92,12324.7,1.8248
2025-10-13,274,6,98,24046.87,205.84,9666.52,2.1898
2025-10-14,274,9,93,22530.56,365.45,6675.6,3.2847
2025-10-15,274,9,84,28770.35,2933.29,12351.4,3.2847
2025-10-16,274,8,87,24412.92,958.4300000000001,7684.57,2.9197
2025-10-17,274,7,83,24526.39,2221.65,8852.49,2.5547
2025-10-18,274,6,83,22711.66,147.15,4827.28,2.1898
2025-10-19,274,3,88,19306.6,56.96,5577.27,1.0949
2025-10-20,274,8,97,29008.85,4683.86,12292.119999999999,2.9197
2025-10-21,274,7,87,27998.35,3657.9500000000003,10498.23,2.5547
2025-10-22,273,7,86,32609.89,679.24,15772.48,2.5641
2025-10-23,274,6,89,29886.41,723.97,7350.18,2.1898
2025-10-24,274,8,100,25157.55,676.33,8962.630000000001,2.9197
2025-10-25,274,8,98,22645.91,2945.34,8739.74,2.9197
2025-10-26,274,10,94,27181.66,4857.4800000000005,12634.369999999999,3.6496
2025-10-27,274,5,84,22403.91,1390.3300000000002,7467.1,1.8248
2025-10-28,274,11,88,26864.84,2573.91,9435.91,4.0146
2025-10-29,274,7,97,23151.13,1262.83,6636.15,2.5547
2025-10-30,274,4,79,22073.26,1368.4900000000002,7301.2300000000005,1.4599
2025-10-31,274,8,90,23902.15,371.85,8776.9,2.9197
2025-11-01,274,5,81,25209.68,134.43,7073.75,1.8248
2025-11-02,274,7,93,21799.22,1129.5000000000002,7637.6900000000005,2.5547
2025-11-03,274,9,95,26852.86,4493.35,12203.78,3.2847
2025-11-04,274,11,93,25382.76,2558.11,8945.27,4.0146
2025-11-05,274,9,88,24431.16,2540.98,9682.43,3.2847
2025-11-06,274,11,83,24804.7,2520.38,7775.59,4.0146
2025-11-07,274,8,82,23655.47,780.87,6481.98,2.9197
2025-11-08,274,14,106,25436.25,2563.89,11693.81,5.1095
2025-11-09,274,5,84,25775.05,2933.42,9578.54,1.8248
2025-11-10,274,7,88,22700.26,520.82,7443.83,2.5547
2025-11-11,274,8,77,29445.96,572.54,7503.92,2.9197
2025-11-12,274,5,95,23092.420000000002,315.93,8757.41,1.8248
2025-11-13,274,6,86,23721.56,1598.23,8494.949999999999,2.1898
2025-11-14,274,8,86,23130.39,1043.8100000000002,7231.43,2.9197
2025-11-15,274,9,88,28021.82,2652.01,8538.94,3.2847
2025-11-16,274,5,87,22196.32,286.38,7110.28,1.8248
2025-11-17,274,8,93,23427.06,4234.59,8962.61,2.9197
2025-11-18,274,7,74,24142.59,2967.97,8296.16,2.5547
2025-11-19,274,8,80,20817.7,2449.7,7711.29,2.9197
2025-11-20,274,7,91,25533.29,797.0600000000001,7848.969999999999,2.5547
2025-11-21,274,9,94,23572.86,573.55,8431.39,3.2847
2025-11-22,274,11,89,25871.78,846.3299999999999,7285.07,4.0146
2025-11-23,274,5,79,20350.77,109.4,5891.21,1.8248
2025-11-24,274,10,93,26735.67,584.87,9886.76,3.6496
2025-11-25,274,9,95,23433.48,2054.93,8125.51,3.2847
2025-11-26,273,8,97,25008.36,648.1999999999999,7355.6,2.9304
2025-11-27,274,12,105,23519.2,2016.04,9111.13,4.3796
2025-11-28,274,14,67,24842.11,944.92,7516.32,5.1095
2025-11-29,274,4,74,29807.93,233.34,8860.71,1.4599
2025-11-30,274,10,99,22542.8,766.8900000000001,7864.58,3.6496
2025-12-01,274,6,83,23565.24,430.69,6240.49,2.1898
2025-12-02,274,6,83,22497.0,1376.8500000000001,7127.63,2.1898
2025-12-03,274,5,94,27852.95,5475.55,12750.18,1.8248
2025-12-04,274,11,92,21286.2,828.76,5224.88,4.0146
2025-12-05,274,5,82,25947.91,524.53,9962.16,1.8248
2025-12-06,274,9,95,24908.63,2377.0,9809.8,3.2847
2025-12-07,274,9,84,24366.25,1548.19,7934.18,3.2847
2025-12-08,274,7,81,25836.88,3635.82,9639.55,2.5547
2025-12-09,274,9,89,20883.82,520.08,6015.38,3.2847
2025-12-10,274,7,92,22132.18,1582.19,7265.05,2.5547
2025-12-11,274,8,91,26905.69,2296.27,10201.26,2.9197
2025-12-12,274,10,95,28065.91,5980.5,13429.539999999999,3.6496
2025-12-13,274,9,81,21440.79,160.49,6146.9,3.2847
2025-12-14,274,11,96,25926.88,5642.13,11525.29,4.0146
2025-12-15,274,5,76,26326.1,384.48,8957.34,1.8248
2025-12-16,274,8,91,23596.28,1611.23,7744.51,2.9197
2025-12-17,274,4,88,23604.27,1947.13,7270.79,1.4599
2025-12-18,274,6,75,24341.09,519.11,6278.8,2.1898
2025-12-19,274,9,100,24443.23,3478.55,9313.61,3.2847
2025-12-20,274,9,103,22988.88,1989.8899999999999,9470.18,3.2847
2025-12-21,274,9,98,20567.45,706.14,6364.68,3.2847
2025-12-22,274,5,89,24376.27,225.20999999999998,8237.85,1.8248
2025-12-23,274,7,82,23309.76,352.57,5730.32,2.5547
2025-12-24,274,5,93,24112.47,381.09000000000003,7393.39,1.8248
2025-12-25,274,10,87,25439.94,1040.96,5567.16,3.6496
2025-12-26,274,10,85,26370.13,3600.04,7979.139999999999,3.6496
2025-12-27,274,13,96,27359.4,2878.9100000000003,10573.24,4.7445
2025-12-28,274,10,98,23297.12,2435.26,9522.75,3.6496
2025-12-29,274,9,98,33325.86,4363.04,17110.9,3.2847
2025-12-30,273,12,101,25750.95,2831.29,9941.76,4.3956
2025-12-31,1,0,0,6.31,0.0,0.0,0.0
